district,poi_category,poi_type,name,rating,monthly_visitors,is_chain,opening_year
新城区,餐饮,中档餐厅,西安新城区中档餐厅10,4.1,26001,True,2002
新城区,餐饮,中档餐厅,西安新城区中档餐厅11,4.3,33160,False,2017
新城区,餐饮,中档餐厅,西安新城区中档餐厅12,4.3,35284,False,2016
新城区,餐饮,中档餐厅,西安新城区中档餐厅13,4.4,41292,False,2011
新城区,餐饮,中档餐厅,西安新城区中档餐厅14,4.1,26445,True,2016
新城区,餐饮,中档餐厅,西安新城区中档餐厅15,4.4,8038,False,2023
新城区,餐饮,中档餐厅,西安新城区中档餐厅16,3.9,44130,True,2021
新城区,餐饮,中档餐厅,西安新城区中档餐厅17,4.1,33648,True,2003
新城区,餐饮,中档餐厅,西安新城区中档餐厅18,4.2,32223,True,2019
新城区,餐饮,中档餐厅,西安新城区中档餐厅19,3.7,28809,False,2017
新城区,餐饮,中档餐厅,西安新城区中档餐厅20,4.4,23219,False,2011
新城区,餐饮,中档餐厅,西安新城区中档餐厅21,3.6,24016,True,2016
新城区,餐饮,中档餐厅,西安新城区中档餐厅22,4.1,25650,True,2006
新城区,餐饮,中档餐厅,西安新城区中档餐厅23,4.2,52278,False,2023
新城区,餐饮,中档餐厅,西安新城区中档餐厅24,3.9,34096,False,2011
新城区,餐饮,中档餐厅,西安新城区中档餐厅25,4.1,31472,False,2010
新城区,餐饮,中档餐厅,西安新城区中档餐厅26,3.8,26749,False,2015
新城区,餐饮,中档餐厅,西安新城区中档餐厅27,4.4,29078,True,2006
新城区,餐饮,中档餐厅,西安新城区中档餐厅28,4.3,47738,True,2002
新城区,餐饮,中档餐厅,西安新城区中档餐厅29,4.0,26523,False,2000
新城区,餐饮,中档餐厅,西安新城区中档餐厅30,3.7,36937,True,2018
新城区,餐饮,中档餐厅,西安新城区中档餐厅31,4.3,29006,False,2017
新城区,餐饮,中档餐厅,西安新城区中档餐厅32,4.3,26771,True,2017
新城区,餐饮,中档餐厅,西安新城区中档餐厅33,4.5,13481,True,2006
新城区,餐饮,中档餐厅,西安新城区中档餐厅34,4.2,25964,False,2021
新城区,餐饮,中档餐厅,西安新城区中档餐厅35,4.0,33417,False,2011
新城区,餐饮,中档餐厅,西安新城区中档餐厅36,4.3,21692,False,2012
新城区,餐饮,中档餐厅,西安新城区中档餐厅37,4.4,15360,True,2014
新城区,餐饮,中档餐厅,西安新城区中档餐厅38,4.4,13631,False,2005
新城区,餐饮,中档餐厅,西安新城区中档餐厅39,4.2,24770,True,2014
新城区,餐饮,中档餐厅,西安新城区中档餐厅40,4.4,29908,True,2006
新城区,餐饮,中档餐厅,西安新城区中档餐厅41,4.2,46319,True,2012
新城区,餐饮,中档餐厅,西安新城区中档餐厅42,3.7,16990,False,2000
新城区,餐饮,中档餐厅,西安新城区中档餐厅43,4.3,29034,False,2020
新城区,餐饮,中档餐厅,西安新城区中档餐厅44,3.6,25758,True,2012
新城区,餐饮,中档餐厅,西安新城区中档餐厅45,4.3,31095,False,2021
新城区,餐饮,中档餐厅,西安新城区中档餐厅46,3.5,35648,False,2004
新城区,餐饮,中档餐厅,西安新城区中档餐厅47,4.5,36736,True,2008
新城区,餐饮,中档餐厅,西安新城区中档餐厅48,3.6,19388,True,2001
新城区,餐饮,中档餐厅,西安新城区中档餐厅49,4.0,31974,False,2016
新城区,餐饮,中档餐厅,西安新城区中档餐厅50,3.5,44077,True,2000
新城区,餐饮,中档餐厅,西安新城区中档餐厅51,4.4,23545,False,2009
新城区,餐饮,中档餐厅,西安新城区中档餐厅52,4.1,29102,True,2015
新城区,餐饮,中档餐厅,西安新城区中档餐厅53,3.9,43154,False,2017
新城区,餐饮,中档餐厅,西安新城区中档餐厅54,3.6,18447,False,2013
新城区,餐饮,中档餐厅,西安新城区中档餐厅55,4.0,25520,True,2016
新城区,餐饮,中档餐厅,西安新城区中档餐厅56,4.0,18337,False,2019
新城区,餐饮,中档餐厅,西安新城区中档餐厅57,4.3,15420,True,2017
新城区,餐饮,中档餐厅,西安新城区中档餐厅58,4.2,32406,False,2000
新城区,餐饮,快餐店,西安新城区快餐店1,3.7,11867,True,2021
新城区,餐饮,快餐店,西安新城区快餐店2,3.4,19444,True,2006
新城区,餐饮,快餐店,西安新城区快餐店3,3.1,10952,True,2022
新城区,餐饮,快餐店,西安新城区快餐店4,4.0,14843,False,2023
新城区,餐饮,快餐店,西安新城区快餐店5,3.4,16878,False,2010
新城区,餐饮,快餐店,西安新城区快餐店6,3.2,21402,False,2010
新城区,餐饮,快餐店,西安新城区快餐店7,3.0,20661,False,2019
新城区,餐饮,快餐店,西安新城区快餐店8,4.3,17349,True,2003
新城区,餐饮,快餐店,西安新城区快餐店9,3.1,14646,True,2007
新城区,餐饮,快餐店,西安新城区快餐店10,3.3,17394,False,2016
新城区,餐饮,快餐店,西安新城区快餐店11,4.3,19993,True,2015
新城区,餐饮,快餐店,西安新城区快餐店12,3.9,17213,True,2020
新城区,餐饮,快餐店,西安新城区快餐店13,3.3,16700,True,2019
新城区,餐饮,快餐店,西安新城区快餐店14,3.0,13943,False,2010
新城区,餐饮,快餐店,西安新城区快餐店15,3.6,24497,True,2019
新城区,餐饮,快餐店,西安新城区快餐店16,3.4,16623,False,2016
新城区,餐饮,快餐店,西安新城区快餐店17,4.0,13933,False,2002
新城区,餐饮,快餐店,西安新城区快餐店18,3.0,11547,False,2013
新城区,餐饮,快餐店,西安新城区快餐店19,4.2,15089,True,2018
新城区,餐饮,快餐店,西安新城区快餐店20,3.7,14817,True,2003
新城区,餐饮,快餐店,西安新城区快餐店21,4.1,13287,True,2009
新城区,餐饮,快餐店,西安新城区快餐店22,4.0,19135,False,2016
新城区,餐饮,快餐店,西安新城区快餐店23,3.1,19559,False,2011
新城区,餐饮,快餐店,西安新城区快餐店24,3.6,13593,False,2000
新城区,餐饮,快餐店,西安新城区快餐店25,4.2,18538,True,2021
新城区,餐饮,快餐店,西安新城区快餐店26,3.7,12359,False,2009
新城区,餐饮,快餐店,西安新城区快餐店27,3.8,13933,False,2021
新城区,餐饮,快餐店,西安新城区快餐店28,4.1,23545,True,2020
新城区,餐饮,快餐店,西安新城区快餐店29,4.0,14374,True,2021
新城区,餐饮,快餐店,西安新城区快餐店30,3.2,15092,False,2016
新城区,餐饮,快餐店,西安新城区快餐店31,3.4,18849,True,2009
新城区,餐饮,快餐店,西安新城区快餐店32,3.7,20884,False,2022
新城区,餐饮,快餐店,西安新城区快餐店33,3.2,20723,True,2023
新城区,餐饮,快餐店,西安新城区快餐店34,3.1,10934,True,2023
新城区,餐饮,快餐店,西安新城区快餐店35,4.0,15240,False,2011
新城区,餐饮,快餐店,西安新城区快餐店36,3.7,16122,True,2008
新城区,餐饮,快餐店,西安新城区快餐店37,3.4,17206,True,2015
新城区,餐饮,快餐店,西安新城区快餐店38,3.4,23773,False,2017
新城区,餐饮,快餐店,西安新城区快餐店39,3.0,7187,True,2012
新城区,餐饮,快餐店,西安新城区快餐店40,3.9,11096,False,2007
新城区,餐饮,快餐店,西安新城区快餐店41,3.5,13831,False,2005
新城区,餐饮,快餐店,西安新城区快餐店42,3.8,21049,False,2018
新城区,餐饮,快餐店,西安新城区快餐店43,3.8,19695,False,2014
新城区,餐饮,快餐店,西安新城区快餐店44,3.7,19585,True,2016
新城区,餐饮,快餐店,西安新城区快餐店45,3.1,12834,False,2016
新城区,餐饮,快餐店,西安新城区快餐店46,3.9,9715,True,2013
新城区,餐饮,快餐店,西安新城区快餐店47,3.8,18536,False,2003
新城区,餐饮,快餐店,西安新城区快餐店48,3.7,12560,True,2019
新城区,餐饮,快餐店,西安新城区快餐店49,3.8,16346,False,2020
新城区,餐饮,快餐店,西安新城区快餐店50,3.4,15489,True,2000
新城区,餐饮,快餐店,西安新城区快餐店51,3.2,12178,False,2003
新城区,餐饮,快餐店,西安新城区快餐店52,4.0,18686,True,2015
新城区,餐饮,快餐店,西安新城区快餐店53,4.3,21964,False,2008
新城区,餐饮,快餐店,西安新城区快餐店54,3.5,5447,True,2020
新城区,餐饮,快餐店,西安新城区快餐店55,3.0,19476,True,2006
新城区,餐饮,快餐店,西安新城区快餐店56,3.4,9855,False,2013
新城区,餐饮,快餐店,西安新城区快餐店57,3.7,14547,True,2018
新城区,餐饮,快餐店,西安新城区快餐店58,3.7,19370,False,2002
新城区,餐饮,快餐店,西安新城区快餐店59,3.5,24545,False,2010
新城区,餐饮,快餐店,西安新城区快餐店60,3.9,24344,False,2019
新城区,餐饮,快餐店,西安新城区快餐店61,3.1,10089,True,2003
新城区,餐饮,快餐店,西安新城区快餐店62,4.1,17499,True,2017
新城区,餐饮,快餐店,西安新城区快餐店63,3.8,22795,False,2016
新城区,餐饮,快餐店,西安新城区快餐店64,4.2,6417,True,2014
新城区,餐饮,快餐店,西安新城区快餐店65,4.2,16240,False,2009
新城区,餐饮,快餐店,西安新城区快餐店66,3.0,14310,False,2012
新城区,餐饮,快餐店,西安新城区快餐店67,3.9,1000,False,2009
新城区,餐饮,快餐店,西安新城区快餐店68,4.2,9122,True,2007
新城区,餐饮,快餐店,西安新城区快餐店69,3.0,6651,True,2016
新城区,餐饮,快餐店,西安新城区快餐店70,3.1,11175,True,2020
新城区,餐饮,快餐店,西安新城区快餐店71,3.9,21660,True,2003
新城区,餐饮,快餐店,西安新城区快餐店72,3.4,14817,False,2000
新城区,餐饮,快餐店,西安新城区快餐店73,3.2,8619,True,2014
新城区,餐饮,快餐店,西安新城区快餐店74,3.2,23502,True,2017
新城区,餐饮,快餐店,西安新城区快餐店75,3.2,15237,True,2022
新城区,餐饮,快餐店,西安新城区快餐店76,3.3,19676,False,2010
新城区,餐饮,快餐店,西安新城区快餐店77,3.7,18471,True,2007
新城区,餐饮,快餐店,西安新城区快餐店78,3.2,12465,True,2003
新城区,餐饮,快餐店,西安新城区快餐店79,3.8,16339,True,2019
新城区,餐饮,快餐店,西安新城区快餐店80,3.5,18301,False,2014
新城区,餐饮,快餐店,西安新城区快餐店81,3.9,13567,False,2002
新城区,餐饮,快餐店,西安新城区快餐店82,3.3,11978,False,2001
新城区,餐饮,快餐店,西安新城区快餐店83,3.3,16988,True,2022
新城区,餐饮,快餐店,西安新城区快餐店84,3.4,12203,False,2013
新城区,餐饮,快餐店,西安新城区快餐店85,3.8,13811,False,2007
新城区,餐饮,快餐店,西安新城区快餐店86,3.5,17168,False,2007
新城区,餐饮,快餐店,西安新城区快餐店87,3.8,8998,True,2014
新城区,餐饮,快餐店,西安新城区快餐店88,3.1,14092,True,2006
新城区,餐饮,快餐店,西安新城区快餐店89,4.2,8898,True,2003
新城区,餐饮,快餐店,西安新城区快餐店90,3.5,14640,False,2003
新城区,餐饮,快餐店,西安新城区快餐店91,3.3,4196,True,2023
新城区,餐饮,快餐店,西安新城区快餐店92,4.0,11348,True,2003
新城区,餐饮,快餐店,西安新城区快餐店93,3.8,20248,False,2006
新城区,餐饮,快餐店,西安新城区快餐店94,4.0,18728,True,2010
新城区,餐饮,快餐店,西安新城区快餐店95,3.8,25945,True,2008
新城区,餐饮,快餐店,西安新城区快餐店96,3.9,15424,True,2009
新城区,餐饮,快餐店,西安新城区快餐店97,4.2,19807,True,2013
新城区,餐饮,快餐店,西安新城区快餐店98,3.8,12884,True,2016
新城区,餐饮,快餐店,西安新城区快餐店99,3.3,15454,False,2008
新城区,餐饮,快餐店,西安新城区快餐店100,4.1,13953,False,2008
新城区,餐饮,快餐店,西安新城区快餐店101,3.7,12662,False,2014
新城区,餐饮,快餐店,西安新城区快餐店102,3.6,9873,False,2014
新城区,餐饮,快餐店,西安新城区快餐店103,4.2,10298,True,2023
新城区,餐饮,快餐店,西安新城区快餐店104,3.1,21726,False,2023
新城区,餐饮,快餐店,西安新城区快餐店105,3.0,10754,False,2018
新城区,餐饮,快餐店,西安新城区快餐店106,3.5,15676,False,2004
新城区,餐饮,快餐店,西安新城区快餐店107,3.1,14961,False,2013
新城区,餐饮,快餐店,西安新城区快餐店108,3.3,12116,False,2002
新城区,餐饮,快餐店,西安新城区快餐店109,3.5,8859,True,2011
新城区,餐饮,快餐店,西安新城区快餐店110,3.1,14406,False,2010
新城区,餐饮,快餐店,西安新城区快餐店111,4.2,21867,True,2011
新城区,餐饮,快餐店,西安新城区快餐店112,3.2,19845,True,2010
新城区,餐饮,快餐店,西安新城区快餐店113,4.0,20494,False,2008
新城区,餐饮,快餐店,西安新城区快餐店114,4.2,9928,False,2006
新城区,餐饮,快餐店,西安新城区快餐店115,3.4,15282,False,2007
新城区,餐饮,快餐店,西安新城区快餐店116,3.3,12737,True,2022
新城区,餐饮,快餐店,西安新城区快餐店117,3.0,14904,True,2020
新城区,餐饮,快餐店,西安新城区快餐店118,3.2,22598,False,2000
新城区,餐饮,快餐店,西安新城区快餐店119,4.2,20736,False,2012
新城区,餐饮,快餐店,西安新城区快餐店120,3.5,9201,False,2012
新城区,餐饮,快餐店,西安新城区快餐店121,4.1,12957,False,2001
新城区,餐饮,快餐店,西安新城区快餐店122,4.1,10817,False,2021
新城区,餐饮,快餐店,西安新城区快餐店123,3.9,16662,False,2022
新城区,餐饮,快餐店,西安新城区快餐店124,4.2,16402,False,2003
新城区,餐饮,快餐店,西安新城区快餐店125,3.5,18643,True,2012
新城区,餐饮,快餐店,西安新城区快餐店126,3.0,17336,False,2010
新城区,餐饮,快餐店,西安新城区快餐店127,4.0,13652,False,2018
新城区,餐饮,快餐店,西安新城区快餐店128,4.1,14589,False,2018
新城区,餐饮,快餐店,西安新城区快餐店129,4.2,21202,False,2018
新城区,餐饮,快餐店,西安新城区快餐店130,3.2,15022,True,2007
新城区,餐饮,快餐店,西安新城区快餐店131,4.2,12639,True,2002
新城区,餐饮,快餐店,西安新城区快餐店132,3.7,16609,False,2003
新城区,餐饮,快餐店,西安新城区快餐店133,4.0,21306,False,2013
新城区,餐饮,快餐店,西安新城区快餐店134,3.4,13157,True,2017
新城区,餐饮,快餐店,西安新城区快餐店135,4.0,13881,False,2018
新城区,餐饮,快餐店,西安新城区快餐店136,3.9,14674,False,2012
新城区,餐饮,快餐店,西安新城区快餐店137,4.1,8976,True,2006
新城区,餐饮,快餐店,西安新城区快餐店138,4.2,29530,True,2019
新城区,餐饮,快餐店,西安新城区快餐店139,3.7,9069,False,2014
新城区,餐饮,快餐店,西安新城区快餐店140,3.3,12486,False,2002
新城区,餐饮,快餐店,西安新城区快餐店141,3.6,16007,False,2021
新城区,餐饮,快餐店,西安新城区快餐店142,3.4,7100,False,2020
新城区,餐饮,快餐店,西安新城区快餐店143,3.1,17313,False,2011
新城区,餐饮,快餐店,西安新城区快餐店144,3.2,16699,False,2002
新城区,餐饮,快餐店,西安新城区快餐店145,3.6,19030,False,2003
新城区,餐饮,快餐店,西安新城区快餐店146,3.2,17582,True,2010
新城区,教育,中小学,西安新城区中小学1,3.5,35736,False,2012
新城区,教育,中小学,西安新城区中小学2,4.4,34114,False,2011
新城区,教育,中小学,西安新城区中小学3,4.5,12094,False,2005
新城区,教育,中小学,西安新城区中小学4,3.6,33564,True,2011
新城区,教育,中小学,西安新城区中小学5,3.9,46881,False,2016
新城区,教育,中小学,西安新城区中小学6,3.8,43406,True,2010
新城区,教育,培训机构,西安新城区培训机构1,4.3,6265,True,2001
新城区,教育,培训机构,西安新城区培训机构2,3.4,11059,True,2017
新城区,教育,培训机构,西安新城区培训机构3,4.2,13184,False,2010
新城区,教育,培训机构,西安新城区培训机构4,3.8,9019,False,2010
新城区,教育,培训机构,西安新城区培训机构5,3.9,22431,True,2008
新城区,教育,培训机构,西安新城区培训机构6,4.0,15872,True,2009
新城区,教育,培训机构,西安新城区培训机构7,3.0,12222,False,2022
新城区,教育,培训机构,西安新城区培训机构8,3.7,16903,False,2009
新城区,教育,培训机构,西安新城区培训机构9,4.1,8985,False,2011
新城区,教育,培训机构,西安新城区培训机构10,3.9,15541,False,2012
新城区,教育,培训机构,西安新城区培训机构11,4.2,12005,False,2013
新城区,教育,培训机构,西安新城区培训机构12,3.5,12419,True,2022
新城区,教育,培训机构,西安新城区培训机构13,4.0,13327,True,2011
新城区,教育,培训机构,西安新城区培训机构14,4.2,17599,True,2013
新城区,教育,培训机构,西安新城区培训机构15,3.6,14815,True,2018
新城区,教育,培训机构,西安新城区培训机构16,3.2,12967,False,2017
新城区,教育,培训机构,西安新城区培训机构17,4.2,23546,True,2010
新城区,教育,培训机构,西安新城区培训机构18,3.5,15632,False,2023
新城区,教育,培训机构,西安新城区培训机构19,3.1,13125,False,2011
新城区,教育,培训机构,西安新城区培训机构20,3.7,15298,True,2008
新城区,教育,培训机构,西安新城区培训机构21,4.2,16373,True,2011
新城区,教育,培训机构,西安新城区培训机构22,3.4,12716,True,2021
新城区,教育,培训机构,西安新城区培训机构23,3.4,9140,True,2021
新城区,教育,培训机构,西安新城区培训机构24,3.5,14988,False,2022
新城区,教育,培训机构,西安新城区培训机构25,4.2,19109,False,2020
新城区,教育,培训机构,西安新城区培训机构26,3.6,17028,True,2013
新城区,教育,培训机构,西安新城区培训机构27,3.3,14149,True,2009
新城区,医疗,三甲医院,西安新城区三甲医院1,3.8,11155,False,2007
新城区,医疗,三甲医院,西安新城区三甲医院2,4.1,10397,False,2008
新城区,医疗,普通医院,西安新城区普通医院1,4.1,16317,False,2004
新城区,医疗,普通医院,西安新城区普通医院2,3.3,19108,False,2002
新城区,医疗,诊所,西安新城区诊所1,4.1,13592,False,2022
新城区,医疗,诊所,西安新城区诊所2,3.7,13004,False,2020
新城区,医疗,诊所,西安新城区诊所3,3.8,21367,False,2014
新城区,医疗,诊所,西安新城区诊所4,3.4,18723,False,2003
新城区,医疗,诊所,西安新城区诊所5,4.1,16441,False,2000
新城区,医疗,诊所,西安新城区诊所6,3.6,17621,False,2014
新城区,医疗,诊所,西安新城区诊所7,3.1,1949,True,2019
新城区,医疗,诊所,西安新城区诊所8,4.2,16843,True,2021
新城区,医疗,诊所,西安新城区诊所9,3.8,15712,False,2010
新城区,医疗,诊所,西安新城区诊所10,4.2,16844,True,2001
新城区,医疗,诊所,西安新城区诊所11,3.7,19404,False,2000
新城区,医疗,诊所,西安新城区诊所12,3.2,14794,True,2013
新城区,医疗,诊所,西安新城区诊所13,4.3,19110,False,2022
新城区,医疗,诊所,西安新城区诊所14,4.2,25255,True,2003
新城区,医疗,诊所,西安新城区诊所15,4.0,14705,True,2001
新城区,医疗,诊所,西安新城区诊所16,4.0,18500,False,2003
新城区,医疗,诊所,西安新城区诊所17,3.3,22092,False,2014
新城区,医疗,诊所,西安新城区诊所18,4.2,6999,False,2009
新城区,医疗,诊所,西安新城区诊所19,3.2,14797,False,2018
新城区,医疗,诊所,西安新城区诊所20,3.0,12582,True,2001
新城区,医疗,诊所,西安新城区诊所21,3.5,19873,True,2002
新城区,医疗,诊所,西安新城区诊所22,4.2,10991,False,2016
新城区,医疗,诊所,西安新城区诊所23,3.1,19803,False,2012
新城区,医疗,诊所,西安新城区诊所24,3.9,16337,True,2019
新城区,文化设施,图书馆,西安新城区图书馆1,4.2,13665,True,2002
新城区,文化设施,文化馆,西安新城区文化馆1,3.8,13066,True,2000
新城区,文化设施,文化馆,西安新城区文化馆2,3.6,20771,False,2019
新城区,文化设施,文化馆,西安新城区文化馆3,3.2,20604,False,2022
新城区,文化设施,文化馆,西安新城区文化馆4,3.9,14093,True,2009
新城区,体育设施,体育场馆,西安新城区体育场馆1,3.3,15110,True,2002
新城区,体育设施,健身中心,西安新城区健身中心1,3.9,15262,True,2013
新城区,体育设施,健身中心,西安新城区健身中心2,3.5,20127,True,2005
新城区,体育设施,健身中心,西安新城区健身中心3,4.2,2045,False,2015
新城区,体育设施,健身中心,西安新城区健身中心4,3.4,10235,False,2014
新城区,体育设施,健身中心,西安新城区健身中心5,4.2,16425,True,2012
新城区,体育设施,健身中心,西安新城区健身中心6,3.0,13952,True,2017
新城区,体育设施,健身中心,西安新城区健身中心7,3.3,7193,True,2016
新城区,体育设施,健身中心,西安新城区健身中心8,3.8,16286,True,2007
碑林区,购物中心,高级,西安碑林区高级1,4.7,48040,False,2023
碑林区,购物中心,高级,西安碑林区高级2,4.4,59410,False,2006
碑林区,购物中心,高级,西安碑林区高级3,4.6,39677,False,2014
碑林区,购物中心,高级,西安碑林区高级4,4.1,59476,False,2016
碑林区,购物中心,高级,西安碑林区高级5,4.3,34713,False,2001
碑林区,购物中心,高级,西安碑林区高级6,4.1,55079,True,2005
碑林区,购物中心,高级,西安碑林区高级7,4.8,49220,False,2011
碑林区,购物中心,高级,西安碑林区高级8,4.3,66617,False,2016
碑林区,购物中心,中级,西安碑林区中级1,3.6,29696,True,2022
碑林区,购物中心,中级,西安碑林区中级2,3.6,25086,False,2003
碑林区,购物中心,中级,西安碑林区中级3,4.0,30428,False,2018
碑林区,购物中心,中级,西安碑林区中级4,4.3,15701,False,2010
碑林区,购物中心,中级,西安碑林区中级5,4.0,36805,True,2019
碑林区,购物中心,中级,西安碑林区中级6,3.9,24337,True,2007
碑林区,购物中心,中级,西安碑林区中级7,4.1,34582,True,2002
碑林区,购物中心,中级,西安碑林区中级8,4.2,28891,True,2008
碑林区,购物中心,中级,西安碑林区中级9,3.8,23689,False,2014
碑林区,购物中心,中级,西安碑林区中级10,4.0,19391,False,2004
碑林区,购物中心,中级,西安碑林区中级11,4.3,30007,True,2006
碑林区,购物中心,普通,西安碑林区普通1,3.3,19948,False,2009
碑林区,购物中心,普通,西安碑林区普通2,3.4,12494,True,2008
碑林区,购物中心,普通,西安碑林区普通3,4.1,14563,False,2011
碑林区,购物中心,普通,西安碑林区普通4,3.8,16388,False,2002
碑林区,购物中心,普通,西安碑林区普通5,3.3,20807,True,2015
碑林区,购物中心,普通,西安碑林区普通6,3.0,16819,False,2021
碑林区,购物中心,普通,西安碑林区普通7,3.5,12226,False,2000
碑林区,购物中心,普通,西安碑林区普通8,3.8,16732,False,2000
碑林区,购物中心,普通,西安碑林区普通9,3.2,13461,True,2006
碑林区,购物中心,普通,西安碑林区普通10,4.0,13520,False,2002
碑林区,购物中心,普通,西安碑林区普通11,4.1,15523,False,2023
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅1,4.1,33125,True,2004
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅2,4.5,50982,True,2016
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅3,4.1,58424,True,2018
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅4,4.4,39944,False,2001
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅5,4.0,42806,False,2016
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅6,4.5,57758,False,2019
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅7,4.3,55179,True,2008
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅8,5.0,66016,False,2011
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅9,5.0,41360,False,2020
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅10,4.5,55740,True,2022
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅11,4.5,52873,False,2006
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅12,4.9,54133,True,2023
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅13,4.7,53684,False,2006
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅14,4.9,60171,False,2004
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅15,4.8,46803,True,2015
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅16,4.3,43684,True,2016
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅17,4.8,56038,False,2010
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅18,4.0,32671,False,2023
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅19,4.7,51634,False,2015
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅20,4.5,51522,True,2023
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅21,4.5,55310,False,2014
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅22,4.2,37882,True,2003
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅23,4.6,51340,False,2006
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅24,4.9,56366,True,2011
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅25,4.2,70177,False,2014
碑林区,餐饮,高档餐厅,西安碑林区高档餐厅26,4.9,50928,True,2018
碑林区,餐饮,中档餐厅,西安碑林区中档餐厅1,4.2,17470,False,2022
碑林区,餐饮,中档餐厅,西安碑林区中档餐厅2,3.6,23423,False,2022
碑林区,餐饮,中档餐厅,西安碑林区中档餐厅3,4.2,29410,False,2002
