date,hour,district,road_name,congestion_index,avg_speed,is_weekend,transport_type,passenger_flow
2023-01-01,9,未央区,凤城路,8.18,10.07,True,,
2023-01-01,9,未央区,太华路,10.0,22.06,True,,
2023-01-01,9,未央区,文景路,7.81,21.84,True,,
2023-01-01,9,长安区,长安大学城,9.18,22.09,True,,
2023-01-01,9,长安区,西部大道,6.51,19.18,True,,
2023-01-01,9,长安区,子午大道,9.57,10.1,True,,
2023-01-01,9,长安区,常宁路,7.56,19.33,True,,
2023-01-01,9,高新区,科技路,10.0,13.94,True,,
2023-01-01,9,高新区,高新路,9.82,10.32,True,,
2023-01-01,9,高新区,丈八路,9.62,16.39,True,,
2023-01-01,9,高新区,唐延路,9.12,10.17,True,,
2023-01-01,9,曲江新区,雁展路,10.0,17.54,True,,
2023-01-01,9,曲江新区,曲江池西路,10.0,10.15,True,,
2023-01-01,9,曲江新区,慈恩路,10.0,13.12,True,,
2023-01-01,9,曲江新区,曲江池东路,10.0,12.69,True,,
2023-01-01,9,,,,,True,地铁,12.48
2023-01-01,9,,,,,True,公交,8.2
2023-01-01,10,新城区,解放路,7.29,16.45,True,,
2023-01-01,10,新城区,长乐路,6.28,14.03,True,,
2023-01-01,10,新城区,韩森路,4.93,27.24,True,,
2023-01-01,10,新城区,民乐路,5.45,31.24,True,,
2023-01-01,10,碑林区,南大街,10.0,11.69,True,,
2023-01-01,10,碑林区,东大街,9.87,24.41,True,,
2023-01-01,10,碑林区,西大街,9.38,17.7,True,,
2023-01-01,10,碑林区,北大街,10.0,10.06,True,,
2023-01-01,10,莲湖区,北院门,9.28,22.31,True,,
2023-01-01,10,莲湖区,环城西路,8.42,22.27,True,,
2023-01-01,10,莲湖区,劳动路,8.35,14.78,True,,
2023-01-01,10,莲湖区,大兴路,7.63,22.19,True,,
2023-01-01,10,雁塔区,小寨路,8.37,23.87,True,,
2023-01-01,10,雁塔区,雁塔路,5.4,35.33,True,,
2023-01-01,10,雁塔区,长安路,7.45,19.32,True,,
2023-01-01,10,雁塔区,含光路,5.61,31.26,True,,
2023-01-01,10,未央区,未央路,6.36,22.6,True,,
2023-01-01,10,未央区,凤城路,4.35,40.63,True,,
2023-01-01,10,未央区,太华路,5.3,43.69,True,,
2023-01-01,10,未央区,文景路,4.21,40.97,True,,
2023-01-01,10,长安区,长安大学城,4.18,25.88,True,,
2023-01-01,10,长安区,西部大道,4.17,30.41,True,,
2023-01-01,10,长安区,子午大道,4.39,44.45,True,,
2023-01-01,10,长安区,常宁路,3.98,30.4,True,,
2023-01-01,10,高新区,科技路,6.59,17.09,True,,
2023-01-01,10,高新区,高新路,6.22,24.89,True,,
2023-01-01,10,高新区,丈八路,5.27,37.14,True,,
2023-01-01,10,高新区,唐延路,5.69,26.23,True,,
2023-01-01,10,曲江新区,雁展路,8.06,19.5,True,,
2023-01-01,10,曲江新区,曲江池西路,6.86,10.24,True,,
2023-01-01,10,曲江新区,慈恩路,5.32,25.14,True,,
2023-01-01,10,曲江新区,曲江池东路,6.66,22.05,True,,
2023-01-01,10,,,,,True,地铁,7.0
2023-01-01,10,,,,,True,公交,4.04
2023-01-01,11,新城区,解放路,5.18,41.67,True,,
2023-01-01,11,新城区,长乐路,4.46,42.88,True,,
2023-01-01,11,新城区,韩森路,3.82,33.0,True,,
2023-01-01,11,新城区,民乐路,4.9,32.54,True,,
2023-01-01,11,碑林区,南大街,9.56,15.32,True,,
2023-01-01,11,碑林区,东大街,8.63,21.88,True,,
2023-01-01,11,碑林区,西大街,7.77,11.24,True,,
2023-01-01,11,碑林区,北大街,8.62,21.76,True,,
2023-01-01,11,莲湖区,北院门,7.64,22.34,True,,
2023-01-01,11,莲湖区,环城西路,7.34,20.6,True,,
2023-01-01,11,莲湖区,劳动路,7.22,19.01,True,,
2023-01-01,11,莲湖区,大兴路,5.63,40.95,True,,
2023-01-01,11,雁塔区,小寨路,5.97,36.33,True,,
2023-01-01,11,雁塔区,雁塔路,4.79,32.08,True,,
2023-01-01,11,雁塔区,长安路,5.08,33.72,True,,
2023-01-01,11,雁塔区,含光路,4.81,40.21,True,,
2023-01-01,11,未央区,未央路,4.87,32.78,True,,
2023-01-01,11,未央区,凤城路,3.51,34.25,True,,
2023-01-01,11,未央区,太华路,4.21,42.95,True,,
2023-01-01,11,未央区,文景路,3.88,39.55,True,,
2023-01-01,11,长安区,长安大学城,3.58,43.96,True,,
2023-01-01,11,长安区,西部大道,2.91,57.48,True,,
2023-01-01,11,长安区,子午大道,3.97,30.87,True,,
2023-01-01,11,长安区,常宁路,2.82,47.69,True,,
2023-01-01,11,高新区,科技路,5.7,33.71,True,,
2023-01-01,11,高新区,高新路,5.13,38.07,True,,
2023-01-01,11,高新区,丈八路,3.72,31.28,True,,
2023-01-01,11,高新区,唐延路,4.62,25.61,True,,
2023-01-01,11,曲江新区,雁展路,7.26,16.23,True,,
2023-01-01,11,曲江新区,曲江池西路,5.92,28.8,True,,
2023-01-01,11,曲江新区,慈恩路,4.3,33.77,True,,
2023-01-01,11,曲江新区,曲江池东路,5.6,25.95,True,,
2023-01-01,11,,,,,True,地铁,5.36
2023-01-01,11,,,,,True,公交,3.58
2023-01-01,12,新城区,解放路,3.91,35.52,True,,
2023-01-01,12,新城区,长乐路,3.72,26.95,True,,
2023-01-01,12,新城区,韩森路,2.97,50.76,True,,
2023-01-01,12,新城区,民乐路,3.37,41.27,True,,
2023-01-01,12,碑林区,南大街,7.6,17.55,True,,
2023-01-01,12,碑林区,东大街,6.58,12.31,True,,
2023-01-01,12,碑林区,西大街,6.31,18.76,True,,
2023-01-01,12,碑林区,北大街,6.38,24.52,True,,
2023-01-01,12,莲湖区,北院门,6.55,23.34,True,,
2023-01-01,12,莲湖区,环城西路,5.97,43.13,True,,
2023-01-01,12,莲湖区,劳动路,5.09,37.3,True,,
2023-01-01,12,莲湖区,大兴路,4.44,32.52,True,,
2023-01-01,12,雁塔区,小寨路,5.05,33.39,True,,
2023-01-01,12,雁塔区,雁塔路,4.08,32.66,True,,
2023-01-01,12,雁塔区,长安路,4.43,41.99,True,,
2023-01-01,12,雁塔区,含光路,3.65,42.08,True,,
2023-01-01,12,未央区,未央路,3.76,44.75,True,,
2023-01-01,12,未央区,凤城路,2.71,48.78,True,,
2023-01-01,12,未央区,太华路,4.06,29.61,True,,
2023-01-01,12,未央区,文景路,3.43,29.13,True,,
2023-01-01,12,长安区,长安大学城,3.27,26.96,True,,
2023-01-01,12,长安区,西部大道,2.55,49.38,True,,
2023-01-01,12,长安区,子午大道,3.31,31.95,True,,
2023-01-01,12,长安区,常宁路,2.44,56.68,True,,
2023-01-01,12,高新区,科技路,4.75,36.9,True,,
2023-01-01,12,高新区,高新路,4.05,28.25,True,,
2023-01-01,12,高新区,丈八路,3.25,31.23,True,,
2023-01-01,12,高新区,唐延路,4.0,43.81,True,,
2023-01-01,12,曲江新区,雁展路,5.15,33.23,True,,
2023-01-01,12,曲江新区,曲江池西路,4.29,34.97,True,,
2023-01-01,12,曲江新区,慈恩路,3.59,36.93,True,,
2023-01-01,12,曲江新区,曲江池东路,4.84,41.17,True,,
2023-01-01,12,,,,,True,地铁,3.99
2023-01-01,12,,,,,True,公交,2.93
2023-01-01,13,新城区,解放路,7.1,14.29,True,,
2023-01-01,13,新城区,长乐路,5.96,32.66,True,,
2023-01-01,13,新城区,韩森路,5.51,27.13,True,,
2023-01-01,13,新城区,民乐路,5.82,35.52,True,,
2023-01-01,13,碑林区,南大街,10.0,15.24,True,,
2023-01-01,13,碑林区,东大街,10.0,22.96,True,,
2023-01-01,13,碑林区,西大街,10.0,20.28,True,,
2023-01-01,13,碑林区,北大街,10.0,13.77,True,,
2023-01-01,13,莲湖区,北院门,10.0,15.65,True,,
2023-01-01,13,莲湖区,环城西路,9.39,13.91,True,,
2023-01-01,13,莲湖区,劳动路,8.5,22.37,True,,
2023-01-01,13,莲湖区,大兴路,7.19,10.47,True,,
2023-01-01,13,雁塔区,小寨路,8.64,10.77,True,,
2023-01-01,13,雁塔区,雁塔路,5.64,41.24,True,,
2023-01-01,13,雁塔区,长安路,6.71,23.26,True,,
2023-01-01,13,雁塔区,含光路,6.47,23.27,True,,
2023-01-01,13,未央区,未央路,5.69,39.14,True,,
2023-01-01,13,未央区,凤城路,5.13,37.63,True,,
