date,material_id,demand
2022-10-12,MAT001,51
2022-10-13,MAT001,18
2022-10-14,MAT001,0
2022-10-15,MAT001,38
2022-10-16,MAT001,35
2022-10-17,MAT001,252
2022-10-18,MAT001,31
2022-10-19,MAT001,28
2022-10-20,MAT001,27
2022-10-21,MAT001,39
2022-10-22,MAT001,140
2022-10-23,MAT001,26
2022-10-24,MAT001,39
2022-10-25,MAT001,34
2022-10-26,MAT001,0
2022-10-27,MAT001,37
2022-10-28,MAT001,25
2022-10-29,MAT001,27
2022-10-30,MAT001,37
2022-10-31,MAT001,36
2022-11-01,MAT001,31
2022-11-02,MAT001,32
2022-11-03,MAT001,42
2022-11-04,MAT001,27
2022-11-05,MAT001,36
2022-11-06,MAT001,30
2022-11-07,MAT001,30
2022-11-08,MAT001,41
2022-11-09,MAT001,39
2022-11-10,MAT001,39
2022-11-11,MAT001,43
2022-11-12,MAT001,33
2022-11-13,MAT001,38
2022-11-14,MAT001,31
2022-11-15,MAT001,36
2022-11-16,MAT001,33
2022-11-17,MAT001,35
2022-11-18,MAT001,39
2022-11-19,MAT001,28
2022-11-20,MAT001,51
2022-11-21,MAT001,27
2022-11-22,MAT001,26
2022-11-23,MAT001,45
2022-11-24,MAT001,42
2022-11-25,MAT001,41
2022-11-26,MAT001,42
2022-11-27,MAT001,37
2022-11-28,MAT001,31
2022-11-29,MAT001,39
2022-11-30,MAT001,33
2022-12-01,MAT001,47
2022-12-02,MAT001,38
2022-12-03,MAT001,33
2022-12-04,MAT001,38
2022-12-05,MAT001,44
2022-12-06,MAT001,37
2022-12-07,MAT001,36
2022-12-08,MAT001,45
2022-12-09,MAT001,45
2022-12-10,MAT001,40
2022-12-11,MAT001,41
2022-12-12,MAT001,47
2022-12-13,MAT001,34
2022-12-14,MAT001,35
2022-12-15,MAT001,41
2022-12-16,MAT001,46
2022-12-17,MAT001,50
2022-12-18,MAT001,60
2022-12-19,MAT001,56
2022-12-20,MAT001,49
2022-12-21,MAT001,50
2022-12-22,MAT001,43
2022-12-23,MAT001,52
2022-12-24,MAT001,50
2022-12-25,MAT001,56
2022-12-26,MAT001,47
2022-12-27,MAT001,59
2022-12-28,MAT001,68
2022-12-29,MAT001,55
2022-12-30,MAT001,60
2022-12-31,MAT001,63
2023-01-01,MAT001,55
2023-01-02,MAT001,61
2023-01-03,MAT001,60
2023-01-04,MAT001,61
2023-01-05,MAT001,55
2023-01-06,MAT001,62
2023-01-07,MAT001,66
2023-01-08,MAT001,74
2023-01-09,MAT001,71
2023-01-10,MAT001,81
2023-01-11,MAT001,59
2023-01-12,MAT001,73
2023-01-13,MAT001,68
2023-01-14,MAT001,84
2023-01-15,MAT001,61
2023-01-16,MAT001,62
2023-01-17,MAT001,64
2023-01-18,MAT001,53
2023-01-19,MAT001,66
2023-01-20,MAT001,65
2023-01-21,MAT001,72
2023-01-22,MAT001,75
2023-01-23,MAT001,87
2023-01-24,MAT001,243
2023-01-25,MAT001,69
2023-01-26,MAT001,67
2023-01-27,MAT001,79
2023-01-28,MAT001,65
2023-01-29,MAT001,90
2023-01-30,MAT001,86
2023-01-31,MAT001,73
2023-02-01,MAT001,64
2023-02-02,MAT001,88
2023-02-03,MAT001,0
2023-02-04,MAT001,88
2023-02-05,MAT001,66
2023-02-06,MAT001,75
2023-02-07,MAT001,80
2023-02-08,MAT001,81
2023-02-09,MAT001,77
2023-02-10,MAT001,86
2023-02-11,MAT001,73
2023-02-12,MAT001,80
2023-02-13,MAT001,664
2023-02-14,MAT001,86
2023-02-15,MAT001,88
2023-02-16,MAT001,74
2023-02-17,MAT001,71
2023-02-18,MAT001,93
2023-02-19,MAT001,86
2023-02-20,MAT001,78
2023-02-21,MAT001,384
2023-02-22,MAT001,85
2023-02-23,MAT001,93
2023-02-24,MAT001,85
2023-02-25,MAT001,101
2023-02-26,MAT001,98
2023-02-27,MAT001,83
2023-02-28,MAT001,92
2023-03-01,MAT001,90
2023-03-02,MAT001,96
2023-03-03,MAT001,77
2023-03-04,MAT001,90
2023-03-05,MAT001,93
2023-03-06,MAT001,71
2023-03-07,MAT001,75
2023-03-08,MAT001,68
2023-03-09,MAT001,82
2023-03-10,MAT001,90
2023-03-11,MAT001,96
2023-03-12,MAT001,85
2023-03-13,MAT001,97
2023-03-14,MAT001,73
2023-03-15,MAT001,70
2023-03-16,MAT001,83
2023-03-17,MAT001,87
2023-03-18,MAT001,83
2023-03-19,MAT001,67
2023-03-20,MAT001,82
2023-03-21,MAT001,72
2023-03-22,MAT001,88
2023-03-23,MAT001,85
2023-03-24,MAT001,75
2023-03-25,MAT001,78
2023-03-26,MAT001,73
2023-03-27,MAT001,81
2023-03-28,MAT001,89
2023-03-29,MAT001,73
2023-03-30,MAT001,85
2023-03-31,MAT001,76
2023-04-01,MAT001,74
2023-04-02,MAT001,79
2023-04-03,MAT001,71
2023-04-04,MAT001,75
2023-04-05,MAT001,69
2023-04-06,MAT001,94
2023-04-07,MAT001,78
2023-04-08,MAT001,72
2023-04-09,MAT001,79
2023-04-10,MAT001,76
2023-04-11,MAT001,75
2023-04-12,MAT001,81
2023-04-13,MAT001,82
2023-04-14,MAT001,71
2023-04-15,MAT001,71
2023-04-16,MAT001,73
2023-04-17,MAT001,56
2023-04-18,MAT001,62
2023-04-19,MAT001,85
2023-04-20,MAT001,86
2023-04-21,MAT001,71
2023-04-22,MAT001,77
2023-04-23,MAT001,75
2023-04-24,MAT001,96
2023-04-25,MAT001,640
2023-04-26,MAT001,70
2023-04-27,MAT001,63
2023-04-28,MAT001,58
2023-04-29,MAT001,72
2023-04-30,MAT001,64
2023-05-01,MAT001,58
2023-05-02,MAT001,64
2023-05-03,MAT001,60
2023-05-04,MAT001,82
2023-05-05,MAT001,75
2023-05-06,MAT001,68
2023-05-07,MAT001,79
2023-05-08,MAT001,68
2023-05-09,MAT001,60
2023-05-10,MAT001,79
2023-05-11,MAT001,71
2023-05-12,MAT001,58
2023-05-13,MAT001,65
2023-05-14,MAT001,59
2023-05-15,MAT001,55
2023-05-16,MAT001,73
2023-05-17,MAT001,80
2023-05-18,MAT001,54
2023-05-19,MAT001,69
2023-05-20,MAT001,59
2023-05-21,MAT001,60
2023-05-22,MAT001,59
2023-05-23,MAT001,57
2023-05-24,MAT001,64
2023-05-25,MAT001,57
2023-05-26,MAT001,66
2023-05-27,MAT001,63
2023-05-28,MAT001,61
2023-05-29,MAT001,56
2023-05-30,MAT001,58
2023-05-31,MAT001,69
2023-06-01,MAT001,67
2023-06-02,MAT001,55
2023-06-03,MAT001,63
2023-06-04,MAT001,68
2023-06-05,MAT001,49
2023-06-06,MAT001,67
2023-06-07,MAT001,57
2023-06-08,MAT001,67
2023-06-09,MAT001,56
2023-06-10,MAT001,48
2023-06-11,MAT001,49
2023-06-12,MAT001,62
2023-06-13,MAT001,64
2023-06-14,MAT001,55
2023-06-15,MAT001,67
2023-06-16,MAT001,49
2023-06-17,MAT001,61
2023-06-18,MAT001,52
2023-06-19,MAT001,57
2023-06-20,MAT001,0
2023-06-21,MAT001,55
2023-06-22,MAT001,59
2023-06-23,MAT001,70
2023-06-24,MAT001,57
2023-06-25,MAT001,69
2023-06-26,MAT001,53
2023-06-27,MAT001,66
2023-06-28,MAT001,73
2023-06-29,MAT001,42
2023-06-30,MAT001,56
2023-07-01,MAT001,67
2023-07-02,MAT001,61
2023-07-03,MAT001,65
2023-07-04,MAT001,57
2023-07-05,MAT001,63
2023-07-06,MAT001,61
2023-07-07,MAT001,72
2023-07-08,MAT001,64
2023-07-09,MAT001,65
2023-07-10,MAT001,59
2023-07-11,MAT001,58
2023-07-12,MAT001,59
2023-07-13,MAT001,0
2023-07-14,MAT001,59
2023-07-15,MAT001,65
2023-07-16,MAT001,79
2023-07-17,MAT001,69
2023-07-18,MAT001,60
2023-07-19,MAT001,72
2023-07-20,MAT001,59
2023-07-21,MAT001,46
2023-07-22,MAT001,54
2023-07-23,MAT001,47
2023-07-24,MAT001,59
2023-07-25,MAT001,62
2023-07-26,MAT001,75
2023-07-27,MAT001,65
2023-07-28,MAT001,60
2023-07-29,MAT001,68
2023-07-30,MAT001,44
2023-07-31,MAT001,63
2023-08-01,MAT001,68
2023-08-02,MAT001,50
2023-08-03,MAT001,70
2023-08-04,MAT001,64
2023-08-05,MAT001,58
2023-08-06,MAT001,66
2023-08-07,MAT001,79
2023-08-08,MAT001,62
2023-08-09,MAT001,62
2023-08-10,MAT001,57
2023-08-11,MAT001,53
2023-08-12,MAT001,66
2023-08-13,MAT001,53
2023-08-14,MAT001,60
2023-08-15,MAT001,55
2023-08-16,MAT001,63
2023-08-17,MAT001,61
2023-08-18,MAT001,67
2023-08-19,MAT001,54
2023-08-20,MAT001,56
2023-08-21,MAT001,50
2023-08-22,MAT001,54
2023-08-23,MAT001,60
2023-08-24,MAT001,63
2023-08-25,MAT001,49
2023-08-26,MAT001,63
2023-08-27,MAT001,67
2023-08-28,MAT001,59
2023-08-29,MAT001,70
2023-08-30,MAT001,49
2023-08-31,MAT001,45
2023-09-01,MAT001,40
2023-09-02,MAT001,66
2023-09-03,MAT001,59
2023-09-04,MAT001,53
2023-09-05,MAT001,55
2023-09-06,MAT001,43
2023-09-07,MAT001,71
2023-09-08,MAT001,53
2023-09-09,MAT001,52
2023-09-10,MAT001,57
2023-09-11,MAT001,54
2023-09-12,MAT001,52
2023-09-13,MAT001,43
2023-09-14,MAT001,53
2023-09-15,MAT001,64
2023-09-16,MAT001,59
2023-09-17,MAT001,61
2023-09-18,MAT001,44
2023-09-19,MAT001,39
2023-09-20,MAT001,46
2023-09-21,MAT001,0
2023-09-22,MAT001,55
2023-09-23,MAT001,32
2023-09-24,MAT001,57
2023-09-25,MAT001,44
2023-09-26,MAT001,41
2023-09-27,MAT001,36
2023-09-28,MAT001,31
2023-09-29,MAT001,0
2023-09-30,MAT001,44
2023-10-01,MAT001,32
2023-10-02,MAT001,32
2023-10-03,MAT001,39
2023-10-04,MAT001,55
2023-10-05,MAT001,39
2023-10-06,MAT001,29
2023-10-07,MAT001,39
2023-10-08,MAT001,38
2023-10-09,MAT001,19
2023-10-10,MAT001,39
2023-10-11,MAT001,38
2023-10-12,MAT001,45
2023-10-13,MAT001,54
2023-10-14,MAT001,48
2023-10-15,MAT001,36
2023-10-16,MAT001,30
2023-10-17,MAT001,59
2023-10-18,MAT001,38
2023-10-19,MAT001,38
2023-10-20,MAT001,37
2023-10-21,MAT001,39
2023-10-22,MAT001,36
2023-10-23,MAT001,33
2023-10-24,MAT001,33
2023-10-25,MAT001,37
2023-10-26,MAT001,33
2023-10-27,MAT001,31
2023-10-28,MAT001,38
2023-10-29,MAT001,245
2023-10-30,MAT001,49
2023-10-31,MAT001,16
2023-11-01,MAT001,45
2023-11-02,MAT001,47
2023-11-03,MAT001,20
2023-11-04,MAT001,0
2023-11-05,MAT001,34
2023-11-06,MAT001,26
2023-11-07,MAT001,31
2023-11-08,MAT001,29
2023-11-09,MAT001,51
2023-11-10,MAT001,45
2023-11-11,MAT001,48
2023-11-12,MAT001,44
2023-11-13,MAT001,29
2023-11-14,MAT001,34
2023-11-15,MAT001,129
2023-11-16,MAT001,29
2023-11-17,MAT001,45
2023-11-18,MAT001,38
2023-11-19,MAT001,37
2023-11-20,MAT001,46
2023-11-21,MAT001,44
2023-11-22,MAT001,38
2023-11-23,MAT001,51
2023-11-24,MAT001,34
2023-11-25,MAT001,47
2023-11-26,MAT001,48
2023-11-27,MAT001,41
2023-11-28,MAT001,47
2023-11-29,MAT001,35
2023-11-30,MAT001,52
2023-12-01,MAT001,44
2023-12-02,MAT001,42
2023-12-03,MAT001,55
2023-12-04,MAT001,42
2023-12-05,MAT001,37
2023-12-06,MAT001,36
2023-12-07,MAT001,54
2023-12-08,MAT001,40
2023-12-09,MAT001,64
2023-12-10,MAT001,34
2023-12-11,MAT001,65
2023-12-12,MAT001,54
2023-12-13,MAT001,52
2023-12-14,MAT001,49
2023-12-15,MAT001,58
2023-12-16,MAT001,55
2023-12-17,MAT001,65
2023-12-18,MAT001,58
2023-12-19,MAT001,59
2023-12-20,MAT001,55
2023-12-21,MAT001,58
2023-12-22,MAT001,62
2023-12-23,MAT001,47
2023-12-24,MAT001,51
2023-12-25,MAT001,68
2023-12-26,MAT001,64
2023-12-27,MAT001,62
2023-12-28,MAT001,65
2023-12-29,MAT001,68
2023-12-30,MAT001,62
2023-12-31,MAT001,61
2022-01-01,MAT002,35
2022-01-02,MAT002,12
2022-01-03,MAT002,41
2022-01-04,MAT002,0
2022-01-05,MAT002,54
2022-01-06,MAT002,43
2022-01-07,MAT002,39
2022-01-08,MAT002,55
2022-01-09,MAT002,69
2022-01-10,MAT002,56
2022-01-11,MAT002,0
2022-01-12,MAT002,90
2022-01-13,MAT002,24
2022-01-14,MAT002,38
2022-01-15,MAT002,48
2022-01-16,MAT002,23
2022-01-17,MAT002,42
2022-01-18,MAT002,23
2022-01-19,MAT002,27
2022-01-20,MAT002,11
2022-01-21,MAT002,21
2022-01-22,MAT002,13
2022-01-23,MAT002,21
2022-01-24,MAT002,63
2022-01-25,MAT002,22
2022-01-26,MAT002,0
2022-01-27,MAT002,52
2022-01-28,MAT002,46
2022-01-29,MAT002,25
2022-01-30,MAT002,58
2022-01-31,MAT002,32
2022-02-01,MAT002,414
2022-02-02,MAT002,97
2022-02-03,MAT002,42
2022-02-04,MAT002,68
2022-02-05,MAT002,30
2022-02-06,MAT002,44
2022-02-07,MAT002,82
2022-02-08,MAT002,33
2022-02-09,MAT002,83
2022-02-10,MAT002,61
2022-02-11,MAT002,35
2022-02-12,MAT002,59
2022-02-13,MAT002,67
2022-02-14,MAT002,59
2022-02-15,MAT002,15
2022-02-16,MAT002,32
2022-02-17,MAT002,210
2022-02-18,MAT002,46
2022-02-19,MAT002,60
2022-02-20,MAT002,51
2022-02-21,MAT002,20
2022-02-22,MAT002,55
2022-02-23,MAT002,60
2022-02-24,MAT002,59
2022-02-25,MAT002,70
2022-02-26,MAT002,65
2022-02-27,MAT002,57
2022-02-28,MAT002,47
2022-03-01,MAT002,14
2022-03-02,MAT002,57
2022-03-03,MAT002,52
2022-03-04,MAT002,54
2022-03-05,MAT002,22
2022-03-06,MAT002,26
2022-03-07,MAT002,70
2022-03-08,MAT002,47
2022-03-09,MAT002,62
2022-03-10,MAT002,48
2022-03-11,MAT002,48
2022-03-12,MAT002,67
2022-03-13,MAT002,37
2022-03-14,MAT002,49
2022-03-15,MAT002,38
2022-03-16,MAT002,38
2022-03-17,MAT002,41
2022-03-18,MAT002,51
2022-03-19,MAT002,37
2022-03-20,MAT002,72
2022-03-21,MAT002,28
2022-03-22,MAT002,42
2022-03-23,MAT002,37
2022-03-24,MAT002,76
2022-03-25,MAT002,50
2022-03-26,MAT002,67
2022-03-27,MAT002,15
2022-03-28,MAT002,50
2022-03-29,MAT002,63
2022-03-30,MAT002,414
2022-03-31,MAT002,66
2022-04-01,MAT002,33
2022-04-02,MAT002,73
2022-04-03,MAT002,91
2022-04-04,MAT002,36
2022-04-05,MAT002,34
2022-04-06,MAT002,73
2022-04-07,MAT002,75
2022-04-08,MAT002,32
2022-04-09,MAT002,34
2022-04-10,MAT002,36
2022-04-11,MAT002,14
2022-04-12,MAT002,22
2022-04-13,MAT002,20
2022-04-14,MAT002,25
2022-04-15,MAT002,40
2022-04-16,MAT002,45
2022-04-17,MAT002,72
2022-04-18,MAT002,19
2022-04-19,MAT002,60
2022-04-20,MAT002,35
2022-04-21,MAT002,38
2022-04-22,MAT002,53
2022-04-23,MAT002,16
2022-04-24,MAT002,46
2022-04-25,MAT002,42
2022-04-26,MAT002,48
2022-04-27,MAT002,44
2022-04-28,MAT002,88
2022-04-29,MAT002,24
2022-04-30,MAT002,26
2022-05-01,MAT002,24
2022-05-02,MAT002,25
2022-05-03,MAT002,23
2022-05-04,MAT002,61
2022-05-05,MAT002,65
2022-05-06,MAT002,24
2022-05-07,MAT002,18
2022-05-08,MAT002,45
2022-05-09,MAT002,24
2022-05-10,MAT002,48
2022-05-11,MAT002,39
2022-05-12,MAT002,3
2022-05-13,MAT002,66
2022-05-14,MAT002,71
2022-05-15,MAT002,21
2022-05-16,MAT002,182
2022-05-17,MAT002,39
2022-05-18,MAT002,40
2022-05-19,MAT002,47
2022-05-20,MAT002,74
2022-05-21,MAT002,29
2022-05-22,MAT002,16
2022-05-23,MAT002,4
2022-05-24,MAT002,18
2022-05-25,MAT002,32
2022-05-26,MAT002,69
2022-05-27,MAT002,22
2022-05-28,MAT002,37
2022-05-29,MAT002,32
2022-05-30,MAT002,56
2022-05-31,MAT002,84
2022-06-01,MAT002,21
2022-06-02,MAT002,22
2022-06-03,MAT002,53
2022-06-04,MAT002,46
2022-06-05,MAT002,69
2022-06-06,MAT002,43
2022-06-07,MAT002,24
2022-06-08,MAT002,43
2022-06-09,MAT002,54
2022-06-10,MAT002,0
2022-06-11,MAT002,42
2022-06-12,MAT002,53
2022-06-13,MAT002,55
2022-06-14,MAT002,59
2022-06-15,MAT002,44
2022-06-16,MAT002,28
2022-06-17,MAT002,34
2022-06-18,MAT002,56
2022-06-19,MAT002,14
2022-06-20,MAT002,38
2022-06-21,MAT002,23
2022-06-22,MAT002,31
2022-06-23,MAT002,57
2022-06-24,MAT002,35
2022-06-25,MAT002,32
2022-06-26,MAT002,3
2022-06-27,MAT002,46
2022-06-28,MAT002,44
2022-06-29,MAT002,75
2022-06-30,MAT002,24
2022-07-01,MAT002,35
2022-07-02,MAT002,36
2022-07-03,MAT002,63
2022-07-04,MAT002,29
2022-07-05,MAT002,37
2022-07-06,MAT002,43
2022-07-07,MAT002,35
2022-07-08,MAT002,22
2022-07-09,MAT002,35
2022-07-10,MAT002,53
2022-07-11,MAT002,10
2022-07-12,MAT002,34
2022-07-13,MAT002,16
2022-07-14,MAT002,55
2022-07-15,MAT002,0
2022-07-16,MAT002,19
2022-07-17,MAT002,38
2022-07-18,MAT002,63
2022-07-19,MAT002,29
2022-07-20,MAT002,19
2022-07-21,MAT002,69
2022-07-22,MAT002,1
2022-07-23,MAT002,0
2022-07-24,MAT002,39
2022-07-25,MAT002,20
2022-07-26,MAT002,9
2022-07-27,MAT002,45
2022-07-28,MAT002,35
2022-07-29,MAT002,19
2022-07-30,MAT002,4
2022-07-31,MAT002,48
2022-08-01,MAT002,43
2022-08-02,MAT002,28
2022-08-03,MAT002,68
2022-08-04,MAT002,8
2022-08-05,MAT002,0
2022-08-06,MAT002,15
2022-08-07,MAT002,28
2022-08-08,MAT002,34
2022-08-09,MAT002,24
2022-08-10,MAT002,36
2022-08-11,MAT002,3
2022-08-12,MAT002,58
2022-08-13,MAT002,27
2022-08-14,MAT002,51
2022-08-15,MAT002,35
2022-08-16,MAT002,37
2022-08-17,MAT002,40
2022-08-18,MAT002,37
2022-08-19,MAT002,41
2022-08-20,MAT002,55
2022-08-21,MAT002,31
2022-08-22,MAT002,42
2022-08-23,MAT002,25
2022-08-24,MAT002,56
2022-08-25,MAT002,13
2022-08-26,MAT002,63
2022-08-27,MAT002,25
2022-08-28,MAT002,0
2022-08-29,MAT002,140
2022-08-30,MAT002,99
2022-08-31,MAT002,42
2022-09-01,MAT002,12
2022-09-02,MAT002,16
2022-09-03,MAT002,0
2022-09-04,MAT002,15
2022-09-05,MAT002,0
2022-09-06,MAT002,0
2022-09-07,MAT002,39
2022-09-08,MAT002,39
2022-09-09,MAT002,0
2022-09-10,MAT002,3
2022-09-11,MAT002,22
2022-09-12,MAT002,22
2022-09-13,MAT002,0
2022-09-14,MAT002,53
2022-09-15,MAT002,40
2022-09-16,MAT002,17
2022-09-17,MAT002,22
2022-09-18,MAT002,25
2022-09-19,MAT002,0
2022-09-20,MAT002,15
2022-09-21,MAT002,30
2022-09-22,MAT002,0
2022-09-23,MAT002,14
2022-09-24,MAT002,56
2022-09-25,MAT002,32
